부산광역시_자전거대여소_20230822.csv관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
26320-00046,하얀마음공원,어린이공원,-,부산광역시 북구 만덕동  955-4,35.205115,129.035044,1951,4,조합놀이대,파고라,-,-,2006-01-25,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00045,하늘공원,어린이공원,-,부산광역시 북구 만덕동 944-7,35.203429,129.035887,2274.3,4,"""조합놀이대,흔들놀이""",파고라,-,-,1992-12-11,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00044,포천공원,어린이공원,-,부산광역시 북구 구포동 1230-4,35.197352,129.009776,1500.7,5조7종,조합놀이대,파고라,-,-,1984-03-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00043,파란마음공원,어린이공원,-,부산광역시 북구 만덕동  956-1,35.209916,129.036351,1596.1,3,조합놀이대,파고라,-,-,2006-01-25,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00042,철쭉공원,어린이공원,-,부산광역시 북구 덕천동 787,35.201548,129.021077,890.4,7,조합놀이대,파고라,-,-,1980-03-03,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00041,천사공원,어린이공원,-,부산광역시 북구 금곡동 1884,35.244599,129.010882,1500.2,5,조합놀이대,파고라,-,-,1996-01-10,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00040,직녀공원,어린이공원,-,부산광역시 북구 화명동 750-1,35.234677,129.019895,2820.9,5,"""조합놀이대,흔들놀이""",파고라,-,-,1995-10-31,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00039,음정공원,어린이공원,-,부산광역시 북구 구포동 1200,35.206392,129.010301,1365.5,3조4종,"""조합놀이대,그네""",파고라,-,-,1984-03-22,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00038,율리공원,어린이공원,-,부산광역시 북구 금곡동 1116-1,35.248406,129.014425,1608.5,0,"""조합놀이대,오르는,흔들놀이""",파고라,-,-,1991-07-06,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00037,우신자연공원,어린이공원,부산광역시 북구 산성로 12번길35,부산광역시 북구 화명동 1426-2,35.237729,129.015644,2760.2,8,"""조합놀이대,그네""",0,-,-,1984-12-18,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00036,우리공원,어린이공원,-,부산광역시 북구 금곡동 98-2,35.260468,129.015306,1600.4,0,그네,파고라,-,-,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00035,용당공원,어린이공원,-,부산광역시 북구 화명동 2301-1,35.231611,129.009936,1500.2,0,"""조합놀이대,그네""",파고라,-,-,1996-01-11,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00034,열린공원,어린이공원,-,부산광역시 북구 금곡동 1112-1,35.251664,129.013668,1500,5조7종,"""조합놀이대,흔들놀이""",파고라,-,-,1991-07-06,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00033,신덕공원,어린이공원,-,부산광역시 북구 만덕동 943-3,35.204151,129.030858,2809,6,조합놀이대정글짐흔들놀이,파고라,-,-,1992-12-11,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00032,시랑공원,어린이공원,-,부산광역시 북구 구포동 1214-39,35.202207,129.006035,1460.8,5조8종,-,파고라,-,-,1984-03-22,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00031,쉼터공원,어린이공원,-,부산광역시 북구 덕천동 809-2,35.209861,129.017562,1593,2조3종,조합놀이대,-,-,-,1988-12-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00030,숙등공원,어린이공원,부산광역시 북구 의성로 115번길71,부산광역시 북구 덕천동 410-4,35.211627,129.014685,2369.9,6,"""조합놀이대,그네""",파고라,-,-,1970-03-03,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00029,솔내음공원,어린이공원,-,부산광역시 북구 화명동 2329,35.229995,129.011566,1581.3,0,"""조합놀이대,흔들놀이""",파고라,-,-,2006-06-28,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00028,솔공원,어린이공원,-,부산광역시 북구 금곡동 97-2,35.263482,129.019762,1600,3,"""조합놀이대,그네""",파고라,-,-,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00027,새싹공원,어린이공원,-,부산광역시 북구 화명동 2320,35.223631,129.006524,1500.3,0,조합놀이대,파고라,-,-,1996-01-13,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00026,상록공원,어린이공원,부산광역시 북구 덕천로 366,부산광역시 북구 만덕동 892,35.209531,129.043673,1444.7,8,"""조합놀이대,흔들놀이""",파고라,-,경로당,1982-03-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00025,사랑공원,어린이공원,-,부산광역시 북구 금곡동 1107,35.254453,129.014421,3600,0,"""조합놀이대,그네,흔들놀이""",파고라,-,-,1991-07-06,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00024,벽산강변공원,어린이공원,-,부산광역시 북구 화명동 188-2,35.242372,129.014258,2195.7,3,"""조합놀이대,그네,흔들놀이""",파고라,-,-,1992-02-25,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00023,백포공원,어린이공원,-,부산광역시 북구 화명동 2263,35.238009,129.010928,1500.2,0,"""조합놀이대,그네""",파고라,-,-,1996-01-10,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00022,백운공원,어린이공원,-,부산광역시 북구 만덕동 863-2,35.207097,129.041255,1595,5,"""조합놀이대,흔들놀이""",파고라,-,-,1982-03-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00021,민주공원,어린이공원,-,부산광역시 북구 금곡동 1115,35.249205,129.014615,1740.6,5,조합놀이대,파고라,-,-,1995-05-25,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00020,미래공원,어린이공원,부산광역시 북구 모분재로 105번길7-1,부산광역시 북구 금곡동 811-2,35.257732,129.014177,2125,2,"""조합놀이대,그네,흔들놀이""",파고라,-,-,1992-10-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00019,동심초공원,어린이공원,-,부산광역시 북구 만덕동 925-2,35.209943,129.028931,1500,5,조합놀이대,파고라,-,화장실,1990-04-27,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00018,동심공원,어린이공원,부산광역시 북구 덕천로322,부산광역시 북구 만덕동 872-3,35.209167,129.038991,1600.2,4,"""조합놀이대,그네""",파고라,-,-,1982-03-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00017,덕천공원,어린이공원,부산광역시 북구 의성로127번길108,부산광역시 북구 덕천동 811-1,35.210668,129.017261,1580.9,7,흔들놀이,-,-,-,1988-12-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00016,덕내공원,어린이공원,-,부산광역시 북구 덕천동 342-6,35.214027,129.013835,1942.5,11,조합놀이대그네,파고라,-,-,1970-03-03,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00015,대천천수변공원,어린이공원,-,부산광역시 북구 화명동 311,35.243512,129.022376,1544.4,4,"""조합놀이대,흔들놀이""",파고라,-,-,1992-02-25,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00014,대천공원,어린이공원,-,부산광역시 북구 금곡동 1897,35.241371,129.011473,1500.2,0,조합놀이대,파고라,-,-,1996-01-10,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00013,남산정공원,어린이공원,-,부산광역시 북구 덕천동 814-7,35.215995,129.022796,2433.5,9,"""조합놀이대,그네,흔들놀이""",파고라,-,-,1990-11-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00012,꿈마루공원,어린이공원,부산광역시 북구 팽나무로 58,부산광역시 북구 덕천동 812,35.206291,129.011398,1741.4,0,조합놀이대,-,-,-,1988-12-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00011,꿈나래공원,어린이공원,-,부산광역시 북구 덕천동 805,35.206263,129.013191,2068.2,8,조합놀이대,파고라,-,-,1988-12-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00010,기비골공원,어린이공원,부산광역시 북구 만덕대로155번길 86-9,부산광역시 북구 덕천동 814-2,35.218835,129.020134,3085.5,6조8종,조합놀이대,파고라,-,경로당,1990-11-23,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00009,금빛공원,어린이공원,-,부산광역시 북구 금곡동 53-2,35.268107,129.019823,1554.1,0,조합놀이대,파고라,-,-,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00008,그린달님공원,어린이공원,-,부산광역시 북구 화명동 306,35.245245,129.023876,2550.4,4,"""조합놀이대,그네,흔들놀이""",파고라,-,-,1992-02-25,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00007,그린꽃님공원,어린이공원,-,부산광역시 북구 화명동 513,35.240077,129.022598,2700.1,7,"""조합놀이대,그네,흔들놀이""",파고라,-,-,1992-02-25,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00006,구삼공원,어린이공원,-,부산광역시 북구 구포동 1260-19,35.195963,129.006776,1494.6,10,조합놀이대,파고라,-,-,1984-03-24,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00005,공창공원,어린이공원,-,부산광역시 북구 금곡동 92-1,35.263793,129.016802,1507.6,7,"""조합놀이대,흔들놀이""",파고라,-,화장실,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00004,견우공원,어린이공원,-,부산광역시 북구 화명동 731,35.236905,129.018035,3669.9,5,"""조합놀이대,흔들놀이""",파고라,-,-,1995-10-31,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00003,건강공원,어린이공원,-,부산광역시 북구 금곡동 57-2,35.263831,129.021299,1600,9,"""조합놀이대,흔들놀이""",파고라,-,화장실,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00002,거북공원,어린이공원,부산광역시 북구 낙동북로648번길 11,부산광역시 북구 구포동 1075-17,35.202167,128.995424,520,4조8종,조합놀이대,파고라,-,-,2014-03-05,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26320-00001,개나리공원,어린이공원,-,부산광역시 북구 만덕동 912-1,35.211076,129.027335,1905.8,6,"""조합놀이대,그네,흔들놀이""",파고라,-,-,1987-04-10,부산광역시 북구청 청정녹지과,051-309-2054,2018-08-30,3320000,부산광역시 북구
26110-00001,용두산공원,근린공원,부산광역시 중구 용두산길 37-55(광복동2가),부산광역시 중구 광복동2가 1-2번지 일원,35.1002526,129.032771,70812,-,-,-,-,-,-,부산시설공단,-,2018-08-13,3250000,부산광역시 중구
26110-00002,중앙공원,근린공원,-,부산광역시 중구 영주동 239-114번지 일원,35.1096029,129.028064,229041,-,-,-,-,-,-,부산시설공단,-,2018-08-13,3250000,부산광역시 중구
26110-00003,영주어린이공원,어린이공원,-,부산광역시 중구 영주동 274-11번지,35.1115211,129.0307744,198,-,-,-,-,-,-,부산광역시중구청,-,2018-08-13,3250000,부산광역시 중구
26200-00001,함지골공원,근린공원,-,부산광역시 영도구 동삼동 산149-1,35.0806768,129.0250074,792812,사격장,-,음식점,청소년수련원,-,1972-12-30,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00002,동삼공원,근린공원,-,부산광역시 영도구 동삼동 510-28,35.073341,129.0323256,15995,철봉 등 6종,-,전망대,-,-,1991-01-05,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00003,동삼혁신지구근린공원,근린공원,-,부산광역시 영도구 동삼동 1163,35.0503993,129.0563287,10603,-,조합놀이대,파고라 6개,-,-,2007-09-03,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00004,절영어린이공원,어린이공원,-,부산광역시 영도구 동삼동1124-3,35.0718573,129.0523518,5946,-,조합놀이대,-,-,-,1990-12-13,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00005,상리어린이공원,어린이공원,-,부산광역시 영도구 동삼동 1123-4,35.0718573,129.0523518,3852,-,조합놀이대,정자 1개,-,-,1990-06-23,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00006,일산봉어린이공원,어린이공원,-,부산광역시 영도구 동삼동 1123-3,35.0860798,129.0609568,1878,-,"""조합놀이대, 그네, 시소""",-,-,-,1990-06-23,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00007,광명어린이공원,어린이공원,-,부산광역시 영도구 동삼동 1123-13,35.0842584,129.0606194,3165,-,"""조합놀이대, 시소""",파고라 1개,-,-,1990-06-23,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00008,팔각어린이공원,어린이공원,-,부산광역시 영도구 동삼동 1123-1,35.0874136,129.0601671,1511,-,"""시소, 그네""",정자 1개,-,-,1991-07-01,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00009,중리어린이공원,어린이공원,-,부산광역시 영도구 동삼동 510-36,35.0747356,129.0627111,1502,철봉 2,"""조합놀이대, 그네, 시소""",-,-,-,1991-01-05,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00010,와치어린이공원,어린이공원,-,부산광역시 영도구 동삼동 510-4,35.0758196,129.0677495,1516,운동기구 6종,"""조합놀이대, 미끄럼틀""",-,-,-,1991-01-05,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00011,푸른어린이공원,어린이공원,-,부산광역시 영도구 동삼동 510-29,35.0740081,129.0588366,1514,-,"""조합놀이대, 그네""",-,-,-,1991-01-05,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00012,동삼동 소공원,소공원,-,부산광역시 영도구 동삼동 254-6,35.0811465,129.0671636,9989,-,-,파고라 4개,-,-,2007-09-03,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00013,하리지구 소공원,소공원,-,부산광역시 영도구 동삼동 1174-6,35.06972055,129.0815802,870,-,-,-,-,-,2010-01-27,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00014,하리지구 소공원,소공원,-,부산광역시 영도구 동삼동 1179,35.06865839,129.0824214,2067,-,-,파고라1개,-,-,2010-01-27,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26200-00015,하리지구 소공원,소공원,-,부산광역시 영도구 동삼동 1175-1,35.06968254,129.0828077,625,-,-,-,-,-,2013-06-19,부산시광역시 영도구청,051-419-4535,2018-08-31,3280000,부산광역시 영도구
26410-00001,금강공원,근린공원,-,부산광역시 금정구 장전동 산 46-3,35.233048,129.078029,1875409,-,-,화장실,-,-,1965-04-21,부산시설관리공단,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00002,장전공원,근린공원,-,부산광역시 금정구 장전동 산 2-3,35.244452,129.070754,453632,-,-,화장실,-,-,1965-04-21,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00003,명장공원,근린공원,-,부산광역시 금정구 금사동 산 2-2,35.214293,129.116241,125688,-,-,-,-,-,1972-12-30,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00004,가마실공원,어린이공원,-,부산광역시 금정구 부곡동 296-2,35.228156,129.091556,1530.9,-,미끄럼틀,-,-,-,2014-12-17,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00005,공수물공원,어린이공원,-,부산광역시 금정구 부곡동 255-8,35.231648,129.092102,558,-,-,-,-,-,1968-11-06,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00006,구서공원,어린이공원,-,부산광역시 금정구 구서동 1050,35.251219,129.087464,1736.6,-,"""그네, 미끄럼틀""",-,-,-,2002-06-21,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00007,구월공원,어린이공원,-,부산광역시 금정구 부곡동 956,35.223398,129.098218,1910,-,"""그네, 미끄럼틀""",-,-,-,1987-11-26,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00008,금정공원,어린이공원,부산광역시 금정구 금강로415번길 8 (구서동),부산광역시 금정구 구서동 458-2,35.244967,129.087965,796,-,미끄럼틀,-,-,-,1968-11-06,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00009,금천공원,어린이공원,-,부산광역시 금정구 금사동 25-5,35.223792,129.114729,1983.3,게이트볼장,"""그네, 미끄럼틀""",-,-,-,1984-08-23,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00010,기찰공원,어린이공원,부산광역시 금정구 기찰로 124 (부곡동),부산광역시 금정구 부곡동 26-11,35.241697,129.094402,983.1,-,"""그네, 미끄럼틀""",-,-,-,1968-11-06,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00011,까치공원,어린이공원,-,부산광역시 금정구 장전동 220-2,35.238115,129.086307,513.1,-,미끄럼틀,-,-,-,1968-11-06,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00012,남산공원,어린이공원,-,부산광역시 금정구 남산동 988-4,35.266611,129.086972,2255,-,미끄럼틀,-,-,-,1980-11-18,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00013,놀이마당공원,어린이공원,-,부산광역시 금정구 청룡동 49,35.275869,129.087247,1462.1,-,"""미끄럼틀, 시소""",화장실,-,-,1971-11-06,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00014,다람쥐공원,어린이공원,-,부산광역시 금정구 남산동 975-4,35.269483,129.087828,1706.1,-,미끄럼틀,-,-,-,1980-11-18,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00015,달님공원,어린이공원,-,부산광역시 금정구 남산동 989-12,35.266616,129.085537,4086.8,-,"""미끄럼틀, 시소""",-,-,-,1980-11-18,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00016,보람공원,어린이공원,-,부산광역시 금정구 금사동 86,35.216778,129.111828,2738.2,게이트볼장,-,화장실,-,-,1972-05-01,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00017,비석바위공원,어린이공원,-,부산광역시 금정구 장전동 724,35.237851,129.074081,3405.3,-,-,-,-,-,2003-06-19,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00018,상록수공원,어린이공원,-,부산광역시 금정구 회동동 145-9,35.229023,129.122052,4343.1,배드민턴장,-,-,-,-,1972-05-01,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00019,샘골공원,어린이공원,-,부산광역시 금정구 구서동 637-1,35.260673,129.087471,1024.5,-,미끄럼틀,-,-,-,1971-11-06,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00020,서명상상어린이공원,어린이공원,-,부산광역시 금정구 서동 131-12,35.216475,129.106535,1155.4,-,"""그네, 미끄럼틀""",-,-,경로당,1972-05-01,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00021,선경공원,어린이공원,-,부산광역시 금정구 구서동 1023-42,35.257982,129.085766,3985.9,-,"""그네, 미끄럼틀""",-,-,-,1980-11-18,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00022,숲속공원,어린이공원,부산광역시 금정구 서부로 109 (부곡동),부산광역시 금정구 부곡동 961,35.219387,129.096175,5694,-,"""미끄럼틀, 시소""",-,-,-,2005-06-29,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00023,요산꽃님공원,어린이공원,부산광역시 금정구 팔송로 51 (남산동),부산광역시 금정구 남산동 967-1,35.271819,129.086971,1657.9,-,미끄럼틀,-,-,-,2005-06-29,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00024,우성공원,어린이공원,-,부산광역시 금정구 구서동 1030-1,35.255578,129.086254,1100,-,미끄럼틀,-,-,-,1980-11-18,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00025,은빛공원,어린이공원,부산광역시 금정구 회천로13번길 87 금동경로당,부산광역시 금정구 금사동 27-9,35.224242,129.113042,2336,-,미끄럼틀,-,-,-,1972-05-01,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00026,조리공원,어린이공원,부산광역시 금정구 두구로51번길 162 (두구동),부산광역시 금정구 두구동 1217-2,35.303843,129.111567,1504,-,-,-,-,-,2007-10-03,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00027,평화공원,어린이공원,-,부산광역시 금정구 서3동 141-22,35.219115,129.106782,993,-,미끄럼틀,-,-,-,1978-11-18,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00028,푸른솔밭공원,어린이공원,-,부산광역시 금정구 남산동 979-5,35.268758,129.086384,3523.5,-,미끄럼틀,-,-,-,1980-11-18,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00029,푸조나무숲공원,어린이공원,-,부산광역시 금정구 두구동 1210-1,35.303268,129.11259,2663,-,미끄럼틀,-,-,-,2007-10-03,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00030,형제공원,어린이공원,-,부산광역시 금정구 남산동 987-5,35.266603,129.087772,2203.3,-,-,-,-,-,1980-11-18,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00031,화랑공원,어린이공원,-,부산광역시 금정구 금사동 115-2,35.214929,129.116711,1833.4,-,미끄럼틀,-,-,-,1972-05-01,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00032,신천공원,소공원,-,부산광역시 금정구 선동 1000,35.275984,129.117538,307,-,-,-,-,-,2008-06-11,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00033,회동첨단공원,소공원,-,부산광역시 금정구 회동동 553,35.238372,129.124516,3032,-,-,-,-,-,2008-08-27,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00034,동대공원,소공원,-,부산광역시 금정구 회동동 558,35.238372,129.124516,1814.1,-,-,-,-,-,2010-05-26,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00035,금사소공원,소공원,-,부산광역시 금정구 금사동 566,35.232277,129.122981,503,-,-,-,-,-,2013-04-17,부산광역시 금정구청,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26410-00036,부산묘지공원,묘지공원,부산광역시 금정구 금정도서관로 43,부산광역시 금정구 두구동 산 80,35.271938,129.098872,750932,-,-,화장실,-,-,1966-11-17,부산시설관리공단,051-519-4522,2018-06-30,3350000,부산광역시 금정구
26170-00001,자성대공원,근린공원,부산광역시 동구 자성로 99 (범일동,부산광역시 동구 범일2동 590-5일원,35.136402,129.061227,26702,-,-,화장실,-,-,1944-01-08,동구청,051-440-4535,2018-01-01,3270000,부산광역시 동구
26170-00003,좌천지구어린이공원,어린이공원,부산광역시 동구 증산동로 49-16,부산광역시 동구 좌천동 745-4번지,35.137001,129.052254,999,-,조합놀이대,-,-,-,1972-07-01,동구청,051-440-4535,2018-01-01,3270000,부산광역시 동구
26170-00004,증산공원,근린공원,부산광역시 동구 성북로36번길 46 (범일동),부산광역시 동구 범일동 산81-28일원,35.137142,129.052041,31133,-,-,화장실,-,-,1986-12-02,동구청,051-440-4535,2018-01-01,3270000,부산광역시 동구
26170-00005,좌천범일어린이공원,어린이공원,부산광역시 동구 성남일로 4 (좌천동,부산광역시 동구 범일5동 37-5,35.131592,129.055643,1609.1,-,"""그네, 시소, 조합놀이대""",-,-,-,1992-05-16,동구청,051-440-4535,2018-01-01,3270000,부산광역시 동구
26350-00001,동백공원,근린공원,-,부산광역시 해운대구 우동710-3,35.1526107,129.1438024,149678,-,-,-,-,-,1966-09-01,관광관리시설사업소,-,2018-08-10,3330000,부산광역시 해운대구
26350-00002,해운대공원,근린공원,-,부산광역시 해운대구 우동 703-1,35.1584942,129.1477508,124739,-,-,-,-,-,1968-10-07,관광관리시설사업소,-,2018-08-10,3330000,부산광역시 해운대구
26350-00003,동래-해운대공원,근린공원,-,부산광역시 해운대구 APEC로 58(우동),35.1642391,129.1260081,162865,-,-,-,-,-,1970-03-27,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00004,바다내음공원,어린이공원,-,부산광역시 해운대구 중동 1516-1,35.1612302,129.163276,421.8,-,-,-,-,-,1970-11-13,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00005,다소미공원,어린이공원,-,부산광역시 해운대구 중동 1508-10,35.1575399,129.1675672,2311.7,-,-,-,-,-,1970-11-23,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00006,윤슬공원,어린이공원,-,부산광역시 해운대구 송정2로 15(송정동),35.1930091,129.197332,1977,-,-,-,-,-,1970-11-23,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00007,솔바람공원,어린이공원,-,"""부산광역시 해운대구 송정동 305-5,22""",35.1803294,129.1896309,1375.5,-,-,-,-,-,1970-11-23,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
26350-00008,송정공원,근린공원,-,부산광역시 해운대구 송정해변로 1-19(송정동),35.180357,129.1970232,49887,-,-,-,-,-,1971-04-07,관광관리시설사업소,-,2018-08-10,3330000,부산광역시 해운대구
26350-00009,도담공원,어린이공원,-,부산광역시 해운대구 우2동 933-54,35.1683296,129.1350636,1332,-,-,-,-,-,1972-05-08,해운대구청 늘푸른과,-,2018-08-10,3330000,부산광역시 해운대구
